probeID	symbol	description	accession	ensg	unigene
366	LIFR	Leukemia inhibitory factor receptor alpha	NM_002310	ENSG00000113594	Hs.133421
367			R51896		Data not found
368	XK	X-linked Kx blood group (McLeod syndrome)	Z32684		Hs.78919
369	LIG3	"Ligase III, DNA, ATP-dependent"	NM_002311	ENSG00000005156|ENSG00000005156	Hs.100299
370	SLC4A2	"Solute carrier family 4, anion exchanger, member 2 (erythrocyte membrane protein band 3-like 1)"	NM_003040	ENSG00000164889	Hs.647069
371	SHISA3	Shisa homolog 3 (Xenopus laevis)	AA573206	ENSG00000178343	Hs.370904
372	SLC5A2	"Solute carrier family 5 (sodium/glucose cotransporter), member 2"	NM_003041	ENSG00000140675	Hs.709195
373	LIG4	"Ligase IV, DNA, ATP-dependent"	NM_002312		Hs.166091
374	SLC6A1	"Solute carrier family 6 (neurotransmitter transporter, GABA), member 1"	NM_003042	ENSG00000157103	Hs.443874
375	ABLIM1	Actin binding LIM protein 1	NM_002313	ENSG00000099204	Hs.438236
376	LIMK1	LIM domain kinase 1	NM_002314	ENSG00000106683	Hs.647035
377	SLC6A6	"Solute carrier family 6 (neurotransmitter transporter, taurine), member 6"	NM_003043	ENSG00000131389|ENSG00000131389	Hs.529488
378	FBXL4	F-box and leucine-rich repeat protein 4	AI017319		Hs.536850
379	LMO1	LIM domain only 1 (rhombotin 1)	NM_002315	ENSG00000166407	Hs.654426
380	SLC6A12	"Solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12"	NM_003044	ENSG00000111181	Hs.437174
381		Transcribed locus	AI376783		Hs.593499
382	CALML4	Calmodulin-like 4	AW025529		Hs.709550
383	SLC7A1	"Solute carrier family 7 (cationic amino acid transporter, y+ system), member 1"	NM_003045		Hs.14846
384	LMX1B	"LIM homeobox transcription factor 1, beta"	NM_002316	ENSG00000136944	Hs.129133
385	LOX	Lysyl oxidase	NM_002317	ENSG00000113083	Hs.102267
386	SLC7A2	"Solute carrier family 7 (cationic amino acid transporter, y+ system), member 2"	NM_003046	ENSG00000003989|ENSG00000003989	Hs.448520
387	LOXL2	Lysyl oxidase-like 2	NM_002318	ENSG00000134013	Hs.626637
388	LRCH4	Leucine-rich repeats and calponin homology (CH) domain containing 4	NM_002319	ENSG00000077454	Hs.125742
389	SLC9A2	"Solute carrier family 9 (sodium/hydrogen exchanger), member 2"	NM_003048	ENSG00000115616|ENSG00000115616|ENSG00000115616	Hs.250083
390	SLC10A1	"Solute carrier family 10 (sodium/bile acid cotransporter family), member 1"	NM_003049	ENSG00000100652	Hs.952
391		Transcribed locus	AI076182		Hs.585896
392		Transcribed locus	R59593		Hs.657291
393	hCG_1806964	Hypothetical LOC401093	AA192244	NA	Hs.719379
394	IGHG1	Immunoglobulin heavy constant gamma 1 (G1m marker)	M26463	NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA	Hs.510635
395	EFCAB1	EF-hand calcium binding domain 1	AA883333	ENSG00000034239|ENSG00000034239	Hs.23245
396		"CDNA FLJ90176 fis, clone MAMMA1000528"	AW293046	NA	Hs.123352
397		Transcribed locus	AA429605		Hs.98589
398	SMAD9	SMAD family member 9	AI090812		Hs.123119
399		CDNA clone IMAGE:5500261	AA806359	NA	Hs.655589
400	STK10	Serine/threonine kinase 10	AI051721		Hs.719134
401	LAMA1	"Laminin, alpha 1"	AI990816	ENSG00000101680	Hs.270364
402	SLC16A1	"Solute carrier family 16, member 1 (monocarboxylic acid transporter 1)"	NM_003051	ENSG00000155380	Hs.75231
403	SLC34A1	"Solute carrier family 34 (sodium phosphate), member 1"	NM_003052	ENSG00000131183	Hs.936
404	PDZD3	PDZ domain containing 3	AA131894	ENSG00000172367|ENSG00000172367	Hs.374726
405	SLC18A1	"Solute carrier family 18 (vesicular monoamine), member 1"	NM_003053	ENSG00000036565	Hs.158322
406	SLC18A2	"Solute carrier family 18 (vesicular monoamine), member 2"	NM_003054	ENSG00000165646	Hs.654476
407	SLC18A3	"Solute carrier family 18 (vesicular acetylcholine), member 3"	NM_003055	ENSG00000187714	Hs.654374
408	GLG1	Golgi apparatus protein 1	AI096636	ENSG00000090863|ENSG00000090863	Hs.109731
409	FAM5B	"Family with sequence similarity 5, member B"	AL035289	ENSG00000198797	Hs.495918
410			NM_003056		Data not found
411	SLC22A1	"Solute carrier family 22 (organic cation transporter), member 1"	NM_003057	ENSG00000175003	Hs.117367
412	SLC22A2	"Solute carrier family 22 (organic cation transporter), member 2"	NM_003058	ENSG00000112499	Hs.436385
413	SLC22A4	"Solute carrier family 22 (organic cation/ergothioneine transporter), member 4"	NM_003059	ENSG00000197208	Hs.310591
414		"Transcribed locus, strongly similar to NP_689895.2 RWD domain containing 4A [Homo sapiens]"	AI628083	NA	Hs.650425
415	MT1G	Metallothionein 1G	N53454		Hs.433391
416	PNPLA4	Patatin-like phospholipase domain containing 4	U03886	ENSG00000006757	Hs.264
417	C21orf63	Chromosome 21 open reading frame 63	AI744591	ENSG00000166979	Hs.208358
418		Transcribed locus	AI253027		Hs.535689
419		Transcribed locus	AA424811		Hs.662515
420	SLC22A5	"Solute carrier family 22 (organic cation/carnitine transporter), member 5"	NM_003060	ENSG00000197375	Hs.443572
421	LRP1	Low density lipoprotein-related protein 1 (alpha-2-macroglobulin receptor)	NM_002332	ENSG00000123384	Hs.162757
422	SLIT1	Slit homolog 1 (Drosophila)	NM_003061	ENSG00000187122	Hs.632082
423	C1orf105	Chromosome 1 open reading frame 105	AL035295	ENSG00000180999	Hs.517991
424	SLN	Sarcolipin	NM_003063	ENSG00000170290	Hs.334629
425	AARS	Alanyl-tRNA synthetase	NM_001605	ENSG00000090861	Hs.315137
426	SFT2D2	SFT2 domain containing 2	AL035297	ENSG00000213064	Hs.645435
427	SLPI	Secretory leukocyte peptidase inhibitor	NM_003064	ENSG00000124107	Hs.517070
428	LRP5	Low density lipoprotein receptor-related protein 5	NM_002335	ENSG00000162337	Hs.6347
429	LRP6	Low density lipoprotein receptor-related protein 6	NM_002336		Hs.584775
430	ACAA1	Acetyl-Coenzyme A acyltransferase 1	NM_001607	ENSG00000060971	Hs.643487
431	ACADL	"Acyl-Coenzyme A dehydrogenase, long chain"	NM_001608	ENSG00000115361	Hs.471277
432	LRPAP1	Low density lipoprotein receptor-related protein associated protein 1	NM_002337	ENSG00000163956	Hs.533136
433			NM_003066		Data not found
434	LSAMP	Limbic system-associated membrane protein	NM_002338	ENSG00000185565	Hs.657246
435	ACADSB	"Acyl-Coenzyme A dehydrogenase, short/branched chain"	NM_001609		Hs.81934
436	LSP1	Lymphocyte-specific protein 1	NM_002339	ENSG00000130592	Hs.56729
437		Transcribed locus	AI143897		Hs.660495
438	SMARCA1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1"	NM_003069	ENSG00000102038	Hs.152292
439	TMSB4X	"Thymosin beta 4, X-linked"	M17733	ENSG00000205542	Hs.522584
440			AW128859		Data not found
441		Transcribed locus	AA576508		Hs.600361
442	DEPDC7	DEP domain containing 7	AJ245600	ENSG00000121690	Hs.280990
443	QSER1	Glutamine and serine rich 1	AI075772		Hs.369368
444		Full length insert cDNA clone ZD83D05	AI288186	NA	Hs.58611
445	UNK	Unkempt homolog (Drosophila)	AI744560	ENSG00000132478	Hs.584768
446		Transcribed locus	AA579835		Hs.634451
447		Transcribed locus	AA780280		Hs.391051
448	ACP2	"Acid phosphatase 2, lysosomal"	NM_001610	ENSG00000134575	Hs.532492
449	ACP5	"Acid phosphatase 5, tartrate resistant"	NM_001611	ENSG00000102575	Hs.1211
450	LSS	"Lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)"	NM_002340	ENSG00000160285	Hs.596543
451	SMARCA2	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"	NM_003070	ENSG00000080503	Hs.298990
452	LTB	"Lymphotoxin beta (TNF superfamily, member 3)"	NM_002341		Hs.376208
453	ACRV1	Acrosomal vesicle protein 1	NM_001612	ENSG00000134940|ENSG00000134940|ENSG00000134940|ENSG00000134940|ENSG00000134940|ENSG00000134940|ENSG00000134940	Hs.169222
454	ACTA2	"Actin, alpha 2, smooth muscle, aorta"	NM_001613	ENSG00000107796	Hs.500483
455	HLTF	Helicase-like transcription factor	NM_003071	ENSG00000071794	Hs.3068
456	LTBR	"Lymphotoxin beta receptor (TNFR superfamily, member 3)"	NM_002342	ENSG00000111321	Hs.1116
457	ACTG1	"Actin, gamma 1"	NM_001614	ENSG00000184009	Hs.514581
458	SMARCA4	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"	NM_003072	ENSG00000127616	Hs.327527
459	LTF	Lactotransferrin	NM_002343	ENSG00000012223	Hs.529517
460		Transcribed locus	AA827734		Hs.662133
461	SMARCB1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"	NM_003073	ENSG00000099956	Hs.534350
462	ACTG2	"Actin, gamma 2, smooth muscle, enteric"	NM_001615	ENSG00000163017	Hs.516105
463	LTK	Leukocyte receptor tyrosine kinase	NM_002344	ENSG00000062524	Hs.434481
464	ACVR2A	"Activin A receptor, type IIA"	NM_001616		Hs.470174
465	SMARCC1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1"	NM_003074	ENSG00000173473	Hs.476179
466	LUM	Lumican	NM_002345	ENSG00000139329	Hs.406475
467	SMARCC2	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2"	NM_003075	ENSG00000139613	Hs.236030
468	LY6E	"Lymphocyte antigen 6 complex, locus E"	NM_002346	ENSG00000160932	Hs.521903
469	ADD2	Adducin 2 (beta)	NM_001617		Hs.188528
470	LY6H	"Lymphocyte antigen 6 complex, locus H"	NM_002347	ENSG00000176956	Hs.159590
471	PARP1	Poly (ADP-ribose) polymerase 1	NM_001618	ENSG00000143799	Hs.177766
472	SMARCD1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1"	NM_003076	ENSG00000066117	Hs.79335
473	ADRBK1	"Adrenergic, beta, receptor kinase 1"	NM_001619	ENSG00000173020	Hs.83636
474	SMARCD2	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2"	NM_003077	ENSG00000108604	Hs.250581
475	LY75	Lymphocyte antigen 75	NM_002349	ENSG00000054219	Hs.153563
476	SMARCD3	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3"	NM_003078	ENSG00000082014	Hs.647067
477	SMARCE1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1"	NM_003079		Hs.696086
478		Transcribed locus	AI248711		Hs.604629
479		"CDNA FLJ34034 fis, clone FCBBF2004671"	AI819195	NA|NA	Hs.282050
480	WDR27	WD repeat domain 27	AA810882	ENSG00000184465|ENSG00000184465|ENSG00000184465|ENSG00000184465	Hs.709476
481		Transcribed locus	AI200546		Hs.709605
482	ZFP106	Zinc finger protein 106 homolog (mouse)	N26630	ENSG00000103994|ENSG00000103994	Hs.511143
483	KDSR	3-ketodihydrosphingosine reductase	AI478237		Hs.74050
484		Transcribed locus	AA723550		Hs.591417
485	PPAPDC2	Phosphatidic acid phosphatase type 2 domain containing 2	AI673052	ENSG00000205808	Hs.107510
486	AHR	Aryl hydrocarbon receptor	NM_001621	ENSG00000106546	Hs.171189
487	LYN	V-yes-1 Yamaguchi sarcoma viral related oncogene homolog	NM_002350	ENSG00000147507|ENSG00000147507	Hs.699154
488	SH2D1A	SH2 domain protein 1A	NM_002351	ENSG00000183918	Hs.349094
489	SMPD2	"Sphingomyelin phosphodiesterase 2, neutral membrane (neutral sphingomyelinase)"	NM_003080	ENSG00000135587	Hs.55235
490	AHSG	Alpha-2-HS-glycoprotein	NM_001622	ENSG00000145192	Hs.324746
491	EHMT1	Euchromatic histone-lysine N-methyltransferase 1	AI539455	ENSG00000181090|ENSG00000181090	Hs.495511
492	MESDC2	Mesoderm development candidate 2	D42039	ENSG00000117899	Hs.578450
493	AIF1	Allograft inflammatory factor 1	NM_001623	ENSG00000206319|ENSG00000206428|ENSG00000204472|ENSG00000206319|ENSG00000206428|ENSG00000204472	Hs.76364
494	SNAP25	"Synaptosomal-associated protein, 25kDa"	NM_003081	ENSG00000132639	Hs.167317
495	MGA	MAX gene associated	AA682280	NA|NA	Hs.187569
496	SNAPC1	"Small nuclear RNA activating complex, polypeptide 1, 43kDa"	NM_003082	ENSG00000023608	Hs.179312
497	TACSTD2	Tumor-associated calcium signal transducer 2	NM_002353	ENSG00000184292	Hs.23582
498	EPCAM	Epithelial cell adhesion molecule	NM_002354	ENSG00000119888	Hs.542050
499	AK2	Adenylate kinase 2	NM_001625		Hs.470907
500	SNAPC2	"Small nuclear RNA activating complex, polypeptide 2, 45kDa"	NM_003083	ENSG00000104976	Hs.631860
501	PRRC1	Proline-rich coiled-coil 1	AW134999	ENSG00000164244|ENSG00000164244|ENSG00000164244	Hs.483259
502	AKT2	V-akt murine thymoma viral oncogene homolog 2	NM_001626	ENSG00000105221|ENSG00000105221	Hs.631535
503			NM_003084		Data not found
504	M6PR	Mannose-6-phosphate receptor (cation dependent)	NM_002355	ENSG00000003056	Hs.134084
505	MARCKS	Myristoylated alanine-rich protein kinase C substrate	NM_002356		Hs.519909
506	SNCB	"Synuclein, beta"	NM_003085	ENSG00000074317	Hs.90297
507	ALCAM	Activated leukocyte cell adhesion molecule	NM_001627	ENSG00000170017	Hs.591293
508	AKR1B1	"Aldo-keto reductase family 1, member B1 (aldose reductase)"	NM_001628	ENSG00000085662	Hs.521212
509	SNAPC4	"Small nuclear RNA activating complex, polypeptide 4, 190kDa"	NM_003086	ENSG00000165684	Hs.113265
510	MXD1	MAX dimerization protein 1	NM_002357		Hs.468908
511	SNCG	"Synuclein, gamma (breast cancer-specific protein 1)"	NM_003087	ENSG00000173267	Hs.349470
512	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)	NM_002358	ENSG00000164109	Hs.591697
513	ALOX5AP	Arachidonate 5-lipoxygenase-activating protein	NM_001629	ENSG00000132965	Hs.507658
514		Transcribed locus	AI217431		Hs.667378
515	FSCN1	"Fascin homolog 1, actin-bundling protein (Strongylocentrotus purpuratus)"	NM_003088	ENSG00000075618	Hs.118400
516	MAFG	V-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian)	NM_002359	ENSG00000197063|ENSG00000197063	Hs.252229
517	SNRNP70	Small nuclear ribonucleoprotein 70kDa (U1)	NM_003089	ENSG00000104852	Hs.467097
518		Transcribed locus	AI198847		Hs.667772
519			AI521268		Data not found
520		Transcribed locus	AI950462		Hs.129970
521	C3orf63	Chromosome 3 open reading frame 63	AF180425	ENSG00000163946	Hs.116877
522	ZNF677	Zinc finger protein 677	AA972619	ENSG00000197928	Hs.20506
523		"CDNA FLJ33355 fis, clone BRACE2005151"	W86226	NA|NA	Hs.655691
524	TMEM45B	Transmembrane protein 45B	AW242836	ENSG00000151715	Hs.504301
525	FAM76B	"Family with sequence similarity 76, member B"	AW138704	ENSG00000077458|ENSG00000077458	Hs.288304
526	RFTN1	"Raftlin, lipid raft linker 1"	D42043	ENSG00000131378	Hs.98910
527	KIAA0090	KIAA0090	D42044	ENSG00000127463	Hs.439200
528	MGP	Matrix Gla protein	NM_000900	ENSG00000111341	Hs.365706
529	DCLRE1A	"DNA cross-link repair 1A (PSO2 homolog, S. cerevisiae)"	D42045	ENSG00000198924	Hs.1560
530	NR3C2	"Nuclear receptor subfamily 3, group C, member 2"	NM_000901	ENSG00000151623	Hs.163924
531	DNA2	DNA replication helicase 2 homolog (yeast)	D42046	ENSG00000138346	Hs.532446
532	ANXA8L2	Annexin A8-like 2	NM_001630	ENSG00000186807	Hs.705389
533	GPD1L	Glycerol-3-phosphate dehydrogenase 1-like	D42047	ENSG00000152642	Hs.82432
534	MAFK	V-maf musculoaponeurotic fibrosarcoma oncogene homolog K (avian)	NM_002360	ENSG00000198517	Hs.520612
535	ALPI	"Alkaline phosphatase, intestinal"	NM_001631	ENSG00000163295	Hs.37009
536	MME	Membrane metallo-endopeptidase	NM_000902	ENSG00000196549|ENSG00000196549|ENSG00000196549	Hs.307734
537	ALPP	"Alkaline phosphatase, placental (Regan isozyme)"	NM_001632	ENSG00000163283	Hs.284255
538	NQO1	"NAD(P)H dehydrogenase, quinone 1"	NM_000903	ENSG00000181019	Hs.406515
539	SNRPA1	Small nuclear ribonucleoprotein polypeptide A'	NM_003090	ENSG00000131876	Hs.528763
540		Transcribed locus	AA779972		Hs.122133
541	SNRPB	Small nuclear ribonucleoprotein polypeptides B and B1	NM_003091	ENSG00000125835	Hs.83753
542	MAGEA4	"Melanoma antigen family A, 4"	NM_002362	ENSG00000147381	Hs.37107
543	AMBP	Alpha-1-microglobulin/bikunin precursor	NM_001633	ENSG00000106927	Hs.436911
544	NQO2	"NAD(P)H dehydrogenase, quinone 2"	NM_000904	ENSG00000124588	Hs.533050
545		Transcribed locus	T95613		Hs.656240
546	MAGEB1	"Melanoma antigen family B, 1"	NM_002363	ENSG00000214107	Hs.73021
547	NPY	Neuropeptide Y	NM_000905	ENSG00000122585	Hs.1832
548	AMD1	Adenosylmethionine decarboxylase 1	NM_001634	ENSG00000123505	Hs.159118
549	SNRPB2	Small nuclear ribonucleoprotein polypeptide B''	NM_003092	ENSG00000125870	Hs.280378
550	AMPH	Amphiphysin	NM_001635	ENSG00000078053	Hs.592182
551	SNRPC	Small nuclear ribonucleoprotein polypeptide C	NM_003093	ENSG00000124562	Hs.1063
552	NPR1	Natriuretic peptide receptor A/guanylate cyclase A (atrionatriuretic peptide receptor A)	NM_000906	ENSG00000169418	Hs.490330
553	MAGEB2	"Melanoma antigen family B, 2"	NM_002364	ENSG00000099399	Hs.113824
554			NM_000907		Data not found
555	SNRPE	Small nuclear ribonucleoprotein polypeptide E	NM_003094		Hs.334612
556	MAGEB3	"Melanoma antigen family B, 3"	NM_002365	ENSG00000198798	Hs.113290
557	SNRPF	Small nuclear ribonucleoprotein polypeptide F	NM_003095	ENSG00000139343	Hs.105465
558	AOAH	Acyloxyacyl hydrolase (neutrophil)	NM_001637	ENSG00000136250	Hs.488007
559	NPR3	Natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C)	NM_000908	ENSG00000113389	Hs.237028
560	NPY1R	Neuropeptide Y receptor Y1	NM_000909	ENSG00000164128	Hs.519057
561	MAGEB4	"Melanoma antigen family B, 4"	NM_002367	ENSG00000120289	Hs.113291
562	APOF	Apolipoprotein F	NM_001638	ENSG00000175336	Hs.534302
563	SNRPG	Small nuclear ribonucleoprotein polypeptide G	NM_003096	ENSG00000143977	Hs.516076
564			NM_002368		Data not found
565	APCS	"Amyloid P component, serum"	NM_001639	ENSG00000132703	Hs.507080
566	SNRPN	Small nuclear ribonucleoprotein polypeptide N	NM_003097		Hs.564847
567			NM_002369		Data not found
568	SNTA1	"Syntrophin, alpha 1 (dystrophin-associated protein A1, 59kDa, acidic component)"	NM_003098	ENSG00000101400	Hs.31121
569	SNX1	Sorting nexin 1	NM_003099		Hs.188634
570	TSPAN11	Tetraspanin 11	AI334210	ENSG00000110900|ENSG00000110900	Hs.505141
571	LOC645030	Hypothetical protein LOC645030	AA009778	NA	Hs.632410
572	METTL10	Methyltransferase like 10	AA776892	ENSG00000203791|ENSG00000203791	Hs.714827
573	TMEM8	Transmembrane protein 8 (five membrane-spanning domains)	AI636233		Hs.288940
574	LOC285014	Hypothetical protein LOC285014	H04799	NA|NA	Hs.531247
575	IQGAP3	IQ motif containing GTPase activating protein 3	AI424921	ENSG00000183856	Hs.591495
576	UGT1A1	"UDP glucuronosyltransferase 1 family, polypeptide A1"	U89507		Hs.554822
577	NEDD4	"Neural precursor cell expressed, developmentally down-regulated 4"	D42055	ENSG00000069869	Hs.1565
578	NPY2R	Neuropeptide Y receptor Y2	NM_000910	ENSG00000185149	Hs.37125
579	APEH	N-acylaminoacyl-peptide hydrolase	NM_001640	ENSG00000164062	Hs.517969
580		"CDNA, FLJ79200 complete cds, highly similar to DNA polymerase subunit delta 3"	D26018	NA	Hs.82502
581	OPRD1	"Opioid receptor, delta 1"	NM_000911	ENSG00000116329	Hs.372
582	PRR4	Proline rich 4 (lacrimal)	AI088491	ENSG00000111215|ENSG00000111215|ENSG00000111215|ENSG00000111215	Hs.408153
583	OPRK1	"Opioid receptor, kappa 1"	NM_000912	ENSG00000082556	Hs.106795
584	MAGOH	"Mago-nashi homolog, proliferation-associated (Drosophila)"	NM_002370	ENSG00000162385	Hs.421576
585	APEX1	APEX nuclease (multifunctional DNA repair enzyme) 1	NM_001641	ENSG00000100823	Hs.73722
586	OPRL1	Opiate receptor-like 1	NM_000913	ENSG00000125510|ENSG00000125510	Hs.2859
587	MAL	"Mal, T-cell differentiation protein"	NM_002371	ENSG00000172005	Hs.80395
588	APLP2	Amyloid beta (A4) precursor-like protein 2	NM_001642	ENSG00000084234	Hs.709184
589	TMEM70	Transmembrane protein 70	H23252	ENSG00000175606|ENSG00000175606	Hs.106650
590	PACRGL	PARK2 co-regulated-like	AL040761		Hs.479298
591	OPRM1	"Opioid receptor, mu 1"	NM_000914	ENSG00000112038	Hs.2353
592	MAN2A1	"Mannosidase, alpha, class 2A, member 1"	NM_002372	ENSG00000112893	Hs.432822
593	APOA2	Apolipoprotein A-II	NM_001643	ENSG00000158874	Hs.237658
594	MAP1A	Microtubule-associated protein 1A	NM_002373	ENSG00000166963|ENSG00000166963	Hs.194301
595	APOBEC1	"Apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1"	NM_001644	ENSG00000111701	Hs.560
596	OXT	"Oxytocin, prepropeptide"	NM_000915	ENSG00000101405	Hs.113216
597	APOC1	Apolipoprotein C-I	NM_001645	ENSG00000130208	Hs.110675
598	MAP2	Microtubule-associated protein 2	NM_002374	ENSG00000078018	Hs.368281
599	SFRS17A	"Splicing factor, arginine/serine-rich 17A"	L03426		Hs.522572
600	MAP4	Microtubule-associated protein 4	NM_002375	ENSG00000047849	Hs.517949
601	APOC4	Apolipoprotein C-IV	NM_001646	ENSG00000130207	Hs.655423
602	P4HA1	"Prolyl 4-hydroxylase, alpha polypeptide I"	NM_000917	ENSG00000122884|ENSG00000122884	Hs.500047
603	APOD	Apolipoprotein D	NM_001647	ENSG00000189058	Hs.522555
604	MARK3	MAP/microtubule affinity-regulating kinase 3	NM_002376	ENSG00000075413|ENSG00000075413	Hs.35828
